trial,sample,selector,rank,deficiency,full_rank
151,1,stratified_beta_0,256,0,1
151,1,guided,256,0,1
152,0,uniform,256,0,1
152,0,stratified_beta_0,256,0,1
152,0,guided,256,0,1
152,1,uniform,256,0,1
152,1,stratified_beta_0,256,0,1
152,1,guided,256,0,1
153,0,uniform,256,0,1
153,0,stratified_beta_0,256,0,1
153,0,guided,256,0,1
153,1,uniform,256,0,1
153,1,stratified_beta_0,256,0,1
153,1,guided,256,0,1
154,0,uniform,256,0,1
154,0,stratified_beta_0,256,0,1
154,0,guided,256,0,1
154,1,uniform,256,0,1
154,1,stratified_beta_0,256,0,1
154,1,guided,256,0,1
155,0,uniform,256,0,1
155,0,stratified_beta_0,256,0,1
155,0,guided,256,0,1
155,1,uniform,256,0,1
155,1,stratified_beta_0,256,0,1
155,1,guided,256,0,1
156,0,uniform,256,0,1
156,0,stratified_beta_0,256,0,1
156,0,guided,256,0,1
156,1,uniform,256,0,1
156,1,stratified_beta_0,256,0,1
156,1,guided,256,0,1
157,0,uniform,256,0,1
157,0,stratified_beta_0,256,0,1
157,0,guided,256,0,1
157,1,uniform,256,0,1
157,1,stratified_beta_0,256,0,1
157,1,guided,256,0,1
158,0,uniform,256,0,1
158,0,stratified_beta_0,256,0,1
158,0,guided,256,0,1
158,1,uniform,256,0,1
158,1,stratified_beta_0,256,0,1
158,1,guided,256,0,1
159,0,uniform,256,0,1
159,0,stratified_beta_0,256,0,1
159,0,guided,256,0,1
159,1,uniform,256,0,1
159,1,stratified_beta_0,256,0,1
159,1,guided,256,0,1
160,0,uniform,256,0,1
160,0,stratified_beta_0,256,0,1
160,0,guided,256,0,1
160,1,uniform,256,0,1
160,1,stratified_beta_0,256,0,1
160,1,guided,256,0,1
161,0,uniform,256,0,1
161,0,stratified_beta_0,256,0,1
161,0,guided,256,0,1
161,1,uniform,256,0,1
161,1,stratified_beta_0,256,0,1
161,1,guided,256,0,1
162,0,uniform,256,0,1
162,0,stratified_beta_0,256,0,1
162,0,guided,256,0,1
162,1,uniform,256,0,1
162,1,stratified_beta_0,256,0,1
162,1,guided,256,0,1
163,0,uniform,256,0,1
163,0,stratified_beta_0,256,0,1
163,0,guided,256,0,1
163,1,uniform,256,0,1
163,1,stratified_beta_0,256,0,1
163,1,guided,256,0,1
164,0,uniform,256,0,1
164,0,stratified_beta_0,256,0,1
164,0,guided,256,0,1
164,1,uniform,256,0,1
164,1,stratified_beta_0,256,0,1
164,1,guided,256,0,1
165,0,uniform,256,0,1
165,0,stratified_beta_0,256,0,1
165,0,guided,256,0,1
165,1,uniform,256,0,1
165,1,stratified_beta_0,256,0,1
165,1,guided,256,0,1
166,0,uniform,256,0,1
166,0,stratified_beta_0,256,0,1
166,0,guided,256,0,1
166,1,uniform,256,0,1
166,1,stratified_beta_0,256,0,1
166,1,guided,256,0,1
167,0,uniform,256,0,1
167,0,stratified_beta_0,256,0,1
167,0,guided,256,0,1
167,1,uniform,256,0,1
167,1,stratified_beta_0,256,0,1
167,1,guided,256,0,1
168,0,uniform,256,0,1
168,0,stratified_beta_0,256,0,1
168,0,guided,256,0,1
168,1,uniform,256,0,1
168,1,stratified_beta_0,256,0,1
168,1,guided,256,0,1
169,0,uniform,256,0,1
169,0,stratified_beta_0,255,1,0
169,0,guided,256,0,1
169,1,uniform,256,0,1
169,1,stratified_beta_0,256,0,1
169,1,guided,256,0,1
170,0,uniform,256,0,1
170,0,stratified_beta_0,256,0,1
170,0,guided,256,0,1
170,1,uniform,256,0,1
170,1,stratified_beta_0,256,0,1
170,1,guided,256,0,1
171,0,uniform,255,1,0
171,0,stratified_beta_0,256,0,1
171,0,guided,256,0,1
171,1,uniform,256,0,1
171,1,stratified_beta_0,256,0,1
171,1,guided,256,0,1
172,0,uniform,256,0,1
172,0,stratified_beta_0,256,0,1
172,0,guided,256,0,1
172,1,uniform,256,0,1
172,1,stratified_beta_0,256,0,1
172,1,guided,256,0,1
173,0,uniform,256,0,1
173,0,stratified_beta_0,256,0,1
173,0,guided,256,0,1
173,1,uniform,256,0,1
173,1,stratified_beta_0,256,0,1
173,1,guided,256,0,1
174,0,uniform,256,0,1
174,0,stratified_beta_0,256,0,1
174,0,guided,256,0,1
174,1,uniform,256,0,1
174,1,stratified_beta_0,256,0,1
174,1,guided,256,0,1
175,0,uniform,256,0,1
175,0,stratified_beta_0,256,0,1
175,0,guided,256,0,1
175,1,uniform,256,0,1
175,1,stratified_beta_0,256,0,1
175,1,guided,256,0,1
176,0,uniform,256,0,1
176,0,stratified_beta_0,256,0,1
176,0,guided,256,0,1
176,1,uniform,256,0,1
176,1,stratified_beta_0,256,0,1
176,1,guided,256,0,1
177,0,uniform,256,0,1
177,0,stratified_beta_0,256,0,1
177,0,guided,256,0,1
177,1,uniform,256,0,1
177,1,stratified_beta_0,256,0,1
177,1,guided,256,0,1
178,0,uniform,256,0,1
178,0,stratified_beta_0,256,0,1
178,0,guided,256,0,1
178,1,uniform,256,0,1
178,1,stratified_beta_0,256,0,1
178,1,guided,256,0,1
179,0,uniform,256,0,1
179,0,stratified_beta_0,256,0,1
179,0,guided,256,0,1
179,1,uniform,256,0,1
179,1,stratified_beta_0,256,0,1
179,1,guided,256,0,1
180,0,uniform,256,0,1
180,0,stratified_beta_0,255,1,0
180,0,guided,256,0,1
180,1,uniform,256,0,1
180,1,stratified_beta_0,256,0,1
180,1,guided,256,0,1
181,0,uniform,256,0,1
181,0,stratified_beta_0,256,0,1
181,0,guided,256,0,1
181,1,uniform,256,0,1
181,1,stratified_beta_0,256,0,1
181,1,guided,256,0,1
182,0,uniform,256,0,1
182,0,stratified_beta_0,256,0,1
182,0,guided,256,0,1
182,1,uniform,256,0,1
182,1,stratified_beta_0,256,0,1
182,1,guided,256,0,1
183,0,uniform,256,0,1
183,0,stratified_beta_0,256,0,1
183,0,guided,256,0,1
183,1,uniform,256,0,1
183,1,stratified_beta_0,256,0,1
183,1,guided,256,0,1
184,0,uniform,256,0,1
184,0,stratified_beta_0,256,0,1
184,0,guided,256,0,1
184,1,uniform,256,0,1
184,1,stratified_beta_0,256,0,1
184,1,guided,256,0,1
185,0,uniform,256,0,1
185,0,stratified_beta_0,256,0,1
185,0,guided,256,0,1
185,1,uniform,256,0,1
185,1,stratified_beta_0,256,0,1
185,1,guided,256,0,1
186,0,uniform,256,0,1
186,0,stratified_beta_0,256,0,1
186,0,guided,256,0,1
186,1,uniform,256,0,1
186,1,stratified_beta_0,256,0,1
186,1,guided,256,0,1
187,0,uniform,256,0,1
187,0,stratified_beta_0,256,0,1
187,0,guided,256,0,1
187,1,uniform,256,0,1
187,1,stratified_beta_0,256,0,1
187,1,guided,256,0,1
188,0,uniform,256,0,1
188,0,stratified_beta_0,256,0,1
188,0,guided,256,0,1
188,1,uniform,256,0,1
188,1,stratified_beta_0,256,0,1
188,1,guided,256,0,1
189,0,uniform,256,0,1
189,0,stratified_beta_0,256,0,1
189,0,guided,256,0,1
189,1,uniform,256,0,1
189,1,stratified_beta_0,256,0,1
189,1,guided,256,0,1
190,0,uniform,256,0,1
190,0,stratified_beta_0,256,0,1
190,0,guided,256,0,1
190,1,uniform,256,0,1
190,1,stratified_beta_0,256,0,1
190,1,guided,256,0,1
191,0,uniform,256,0,1
191,0,stratified_beta_0,256,0,1
191,0,guided,256,0,1
191,1,uniform,256,0,1
191,1,stratified_beta_0,256,0,1
191,1,guided,256,0,1
192,0,uniform,256,0,1
192,0,stratified_beta_0,256,0,1
192,0,guided,256,0,1
192,1,uniform,256,0,1
192,1,stratified_beta_0,256,0,1
192,1,guided,256,0,1
193,0,uniform,256,0,1
193,0,stratified_beta_0,256,0,1
193,0,guided,256,0,1
193,1,uniform,256,0,1
193,1,stratified_beta_0,256,0,1
193,1,guided,256,0,1
194,0,uniform,256,0,1
194,0,stratified_beta_0,256,0,1
194,0,guided,256,0,1
194,1,uniform,256,0,1
194,1,stratified_beta_0,256,0,1
194,1,guided,256,0,1
195,0,uniform,256,0,1
195,0,stratified_beta_0,256,0,1
195,0,guided,256,0,1
195,1,uniform,256,0,1
195,1,stratified_beta_0,256,0,1
195,1,guided,256,0,1
196,0,uniform,256,0,1
196,0,stratified_beta_0,256,0,1
196,0,guided,256,0,1
196,1,uniform,256,0,1
196,1,stratified_beta_0,256,0,1
196,1,guided,256,0,1
197,0,uniform,256,0,1
197,0,stratified_beta_0,256,0,1
197,0,guided,256,0,1
197,1,uniform,256,0,1
197,1,stratified_beta_0,256,0,1
197,1,guided,256,0,1
198,0,uniform,256,0,1
198,0,stratified_beta_0,256,0,1
198,0,guided,256,0,1
198,1,uniform,256,0,1
198,1,stratified_beta_0,256,0,1
198,1,guided,256,0,1
199,0,uniform,256,0,1
199,0,stratified_beta_0,256,0,1
199,0,guided,256,0,1
199,1,uniform,256,0,1
199,1,stratified_beta_0,256,0,1
199,1,guided,256,0,1
200,0,uniform,256,0,1
200,0,stratified_beta_0,256,0,1
200,0,guided,256,0,1
200,1,uniform,256,0,1
200,1,stratified_beta_0,256,0,1
200,1,guided,256,0,1
201,0,uniform,256,0,1
201,0,stratified_beta_0,256,0,1
201,0,guided,256,0,1
201,1,uniform,256,0,1
201,1,stratified_beta_0,256,0,1
201,1,guided,256,0,1
202,0,uniform,256,0,1
202,0,stratified_beta_0,256,0,1
202,0,guided,256,0,1
202,1,uniform,256,0,1
202,1,stratified_beta_0,256,0,1
202,1,guided,256,0,1
203,0,uniform,256,0,1
203,0,stratified_beta_0,256,0,1
203,0,guided,256,0,1
203,1,uniform,256,0,1
203,1,stratified_beta_0,256,0,1
203,1,guided,256,0,1
204,0,uniform,256,0,1
204,0,stratified_beta_0,256,0,1
204,0,guided,256,0,1
204,1,uniform,256,0,1
204,1,stratified_beta_0,256,0,1
204,1,guided,256,0,1
205,0,uniform,256,0,1
205,0,stratified_beta_0,256,0,1
205,0,guided,256,0,1
205,1,uniform,256,0,1
205,1,stratified_beta_0,256,0,1
205,1,guided,256,0,1
206,0,uniform,256,0,1
206,0,stratified_beta_0,256,0,1
206,0,guided,256,0,1
206,1,uniform,256,0,1
206,1,stratified_beta_0,256,0,1
206,1,guided,256,0,1
207,0,uniform,256,0,1
207,0,stratified_beta_0,256,0,1
207,0,guided,256,0,1
207,1,uniform,256,0,1
207,1,stratified_beta_0,256,0,1
207,1,guided,256,0,1
208,0,uniform,256,0,1
208,0,stratified_beta_0,256,0,1
208,0,guided,256,0,1
208,1,uniform,256,0,1
208,1,stratified_beta_0,256,0,1
208,1,guided,256,0,1
209,0,uniform,256,0,1
209,0,stratified_beta_0,256,0,1
209,0,guided,256,0,1
209,1,uniform,256,0,1
209,1,stratified_beta_0,256,0,1
209,1,guided,256,0,1
210,0,uniform,256,0,1
210,0,stratified_beta_0,256,0,1
210,0,guided,256,0,1
210,1,uniform,256,0,1
210,1,stratified_beta_0,256,0,1
210,1,guided,256,0,1
211,0,uniform,256,0,1
211,0,stratified_beta_0,256,0,1
211,0,guided,256,0,1
211,1,uniform,256,0,1
211,1,stratified_beta_0,256,0,1
211,1,guided,256,0,1
212,0,uniform,256,0,1
212,0,stratified_beta_0,256,0,1
212,0,guided,256,0,1
212,1,uniform,256,0,1
212,1,stratified_beta_0,256,0,1
212,1,guided,256,0,1
213,0,uniform,256,0,1
213,0,stratified_beta_0,256,0,1
213,0,guided,256,0,1
213,1,uniform,256,0,1
213,1,stratified_beta_0,256,0,1
213,1,guided,256,0,1
214,0,uniform,256,0,1
214,0,stratified_beta_0,256,0,1
214,0,guided,256,0,1
214,1,uniform,256,0,1
214,1,stratified_beta_0,256,0,1
214,1,guided,256,0,1
215,0,uniform,256,0,1
215,0,stratified_beta_0,256,0,1
215,0,guided,256,0,1
215,1,uniform,256,0,1
215,1,stratified_beta_0,256,0,1
215,1,guided,256,0,1
216,0,uniform,256,0,1
216,0,stratified_beta_0,256,0,1
216,0,guided,256,0,1
216,1,uniform,256,0,1
216,1,stratified_beta_0,256,0,1
216,1,guided,256,0,1
217,0,uniform,256,0,1
217,0,stratified_beta_0,256,0,1
217,0,guided,256,0,1
217,1,uniform,256,0,1
217,1,stratified_beta_0,256,0,1
217,1,guided,256,0,1
218,0,uniform,256,0,1
218,0,stratified_beta_0,256,0,1
218,0,guided,256,0,1
218,1,uniform,256,0,1
218,1,stratified_beta_0,256,0,1
218,1,guided,256,0,1
219,0,uniform,256,0,1
219,0,stratified_beta_0,256,0,1
219,0,guided,256,0,1
219,1,uniform,256,0,1
219,1,stratified_beta_0,256,0,1
219,1,guided,256,0,1
220,0,uniform,256,0,1
220,0,stratified_beta_0,256,0,1
220,0,guided,256,0,1
220,1,uniform,256,0,1
220,1,stratified_beta_0,256,0,1
220,1,guided,256,0,1
221,0,uniform,256,0,1
221,0,stratified_beta_0,256,0,1
221,0,guided,256,0,1
221,1,uniform,256,0,1
221,1,stratified_beta_0,256,0,1
221,1,guided,256,0,1
222,0,uniform,256,0,1
222,0,stratified_beta_0,256,0,1
222,0,guided,256,0,1
222,1,uniform,256,0,1
222,1,stratified_beta_0,256,0,1
222,1,guided,256,0,1
223,0,uniform,256,0,1
223,0,stratified_beta_0,256,0,1
223,0,guided,256,0,1
223,1,uniform,256,0,1
223,1,stratified_beta_0,256,0,1
223,1,guided,256,0,1
224,0,uniform,256,0,1
224,0,stratified_beta_0,256,0,1
224,0,guided,256,0,1
224,1,uniform,256,0,1
224,1,stratified_beta_0,256,0,1
224,1,guided,256,0,1
225,0,uniform,256,0,1
225,0,stratified_beta_0,256,0,1
225,0,guided,256,0,1
225,1,uniform,256,0,1
225,1,stratified_beta_0,256,0,1
225,1,guided,256,0,1
226,0,uniform,256,0,1
226,0,stratified_beta_0,256,0,1
226,0,guided,256,0,1
226,1,uniform,256,0,1
226,1,stratified_beta_0,256,0,1
226,1,guided,256,0,1
227,0,uniform,256,0,1
227,0,stratified_beta_0,256,0,1
227,0,guided,256,0,1
227,1,uniform,256,0,1
227,1,stratified_beta_0,256,0,1
227,1,guided,256,0,1
228,0,uniform,256,0,1
228,0,stratified_beta_0,256,0,1
228,0,guided,256,0,1
228,1,uniform,256,0,1
228,1,stratified_beta_0,256,0,1
228,1,guided,256,0,1
229,0,uniform,256,0,1
229,0,stratified_beta_0,256,0,1
229,0,guided,256,0,1
229,1,uniform,256,0,1
229,1,stratified_beta_0,256,0,1
229,1,guided,256,0,1
230,0,uniform,256,0,1
230,0,stratified_beta_0,256,0,1
230,0,guided,255,1,0
230,1,uniform,256,0,1
230,1,stratified_beta_0,256,0,1
230,1,guided,256,0,1
231,0,uniform,256,0,1
231,0,stratified_beta_0,256,0,1
231,0,guided,256,0,1
231,1,uniform,256,0,1
231,1,stratified_beta_0,256,0,1
231,1,guided,256,0,1
232,0,uniform,256,0,1
232,0,stratified_beta_0,256,0,1
232,0,guided,256,0,1
232,1,uniform,256,0,1
232,1,stratified_beta_0,256,0,1
232,1,guided,256,0,1
233,0,uniform,256,0,1
233,0,stratified_beta_0,256,0,1
233,0,guided,256,0,1
233,1,uniform,256,0,1
233,1,stratified_beta_0,256,0,1
233,1,guided,256,0,1
234,0,uniform,256,0,1
234,0,stratified_beta_0,256,0,1
234,0,guided,256,0,1
234,1,uniform,256,0,1
234,1,stratified_beta_0,256,0,1
234,1,guided,256,0,1
235,0,uniform,256,0,1
235,0,stratified_beta_0,256,0,1
235,0,guided,256,0,1
235,1,uniform,256,0,1
235,1,stratified_beta_0,256,0,1
235,1,guided,256,0,1
236,0,uniform,256,0,1
236,0,stratified_beta_0,256,0,1
236,0,guided,256,0,1
236,1,uniform,256,0,1
236,1,stratified_beta_0,256,0,1
236,1,guided,256,0,1
237,0,uniform,256,0,1
237,0,stratified_beta_0,256,0,1
237,0,guided,256,0,1
237,1,uniform,256,0,1
237,1,stratified_beta_0,256,0,1
237,1,guided,256,0,1
238,0,uniform,256,0,1
238,0,stratified_beta_0,256,0,1
238,0,guided,256,0,1
238,1,uniform,256,0,1
238,1,stratified_beta_0,256,0,1
238,1,guided,256,0,1
239,0,uniform,256,0,1
239,0,stratified_beta_0,256,0,1
239,0,guided,256,0,1
239,1,uniform,256,0,1
239,1,stratified_beta_0,256,0,1
239,1,guided,256,0,1
240,0,uniform,256,0,1
240,0,stratified_beta_0,256,0,1
240,0,guided,256,0,1
240,1,uniform,256,0,1
240,1,stratified_beta_0,256,0,1
240,1,guided,256,0,1
241,0,uniform,256,0,1
241,0,stratified_beta_0,256,0,1
241,0,guided,256,0,1
241,1,uniform,256,0,1
241,1,stratified_beta_0,256,0,1
241,1,guided,256,0,1
242,0,uniform,256,0,1
242,0,stratified_beta_0,256,0,1
242,0,guided,256,0,1
242,1,uniform,256,0,1
242,1,stratified_beta_0,256,0,1
242,1,guided,256,0,1
243,0,uniform,256,0,1
243,0,stratified_beta_0,256,0,1
243,0,guided,256,0,1
243,1,uniform,256,0,1
243,1,stratified_beta_0,256,0,1
243,1,guided,256,0,1
244,0,uniform,256,0,1
244,0,stratified_beta_0,256,0,1
244,0,guided,256,0,1
244,1,uniform,256,0,1
244,1,stratified_beta_0,256,0,1
244,1,guided,256,0,1
245,0,uniform,256,0,1
245,0,stratified_beta_0,256,0,1
245,0,guided,256,0,1
245,1,uniform,256,0,1
245,1,stratified_beta_0,256,0,1
245,1,guided,256,0,1
246,0,uniform,256,0,1
246,0,stratified_beta_0,256,0,1
246,0,guided,256,0,1
246,1,uniform,256,0,1
246,1,stratified_beta_0,256,0,1
246,1,guided,256,0,1
247,0,uniform,256,0,1
247,0,stratified_beta_0,256,0,1
247,0,guided,256,0,1
247,1,uniform,256,0,1
247,1,stratified_beta_0,256,0,1
247,1,guided,256,0,1
248,0,uniform,256,0,1
248,0,stratified_beta_0,256,0,1
248,0,guided,256,0,1
248,1,uniform,256,0,1
248,1,stratified_beta_0,256,0,1
248,1,guided,256,0,1
249,0,uniform,256,0,1
249,0,stratified_beta_0,256,0,1
249,0,guided,256,0,1
249,1,uniform,256,0,1
249,1,stratified_beta_0,256,0,1
249,1,guided,256,0,1
250,0,uniform,256,0,1
250,0,stratified_beta_0,256,0,1
250,0,guided,256,0,1
250,1,uniform,256,0,1
250,1,stratified_beta_0,256,0,1
250,1,guided,256,0,1
251,0,uniform,256,0,1
251,0,stratified_beta_0,256,0,1
251,0,guided,256,0,1
251,1,uniform,256,0,1
251,1,stratified_beta_0,256,0,1
251,1,guided,256,0,1
252,0,uniform,256,0,1
252,0,stratified_beta_0,256,0,1
252,0,guided,256,0,1
252,1,uniform,256,0,1
252,1,stratified_beta_0,256,0,1
252,1,guided,256,0,1
253,0,uniform,256,0,1
253,0,stratified_beta_0,256,0,1
253,0,guided,256,0,1
253,1,uniform,256,0,1
253,1,stratified_beta_0,256,0,1
253,1,guided,256,0,1
254,0,uniform,256,0,1
254,0,stratified_beta_0,256,0,1
254,0,guided,256,0,1
254,1,uniform,256,0,1
254,1,stratified_beta_0,256,0,1
254,1,guided,256,0,1
255,0,uniform,256,0,1
255,0,stratified_beta_0,256,0,1
255,0,guided,256,0,1
255,1,uniform,256,0,1
255,1,stratified_beta_0,256,0,1
255,1,guided,256,0,1
256,0,uniform,256,0,1
256,0,stratified_beta_0,256,0,1
256,0,guided,256,0,1
256,1,uniform,256,0,1
256,1,stratified_beta_0,256,0,1
256,1,guided,256,0,1
257,0,uniform,256,0,1
257,0,stratified_beta_0,256,0,1
257,0,guided,256,0,1
257,1,uniform,256,0,1
257,1,stratified_beta_0,256,0,1
257,1,guided,256,0,1
258,0,uniform,256,0,1
258,0,stratified_beta_0,256,0,1
258,0,guided,256,0,1
258,1,uniform,256,0,1
258,1,stratified_beta_0,256,0,1
258,1,guided,256,0,1
259,0,uniform,256,0,1
259,0,stratified_beta_0,256,0,1
259,0,guided,256,0,1
259,1,uniform,256,0,1
259,1,stratified_beta_0,256,0,1
259,1,guided,256,0,1
260,0,uniform,256,0,1
260,0,stratified_beta_0,256,0,1
260,0,guided,256,0,1
260,1,uniform,256,0,1
260,1,stratified_beta_0,256,0,1
260,1,guided,256,0,1
261,0,uniform,256,0,1
261,0,stratified_beta_0,256,0,1
261,0,guided,256,0,1
261,1,uniform,256,0,1
261,1,stratified_beta_0,256,0,1
261,1,guided,256,0,1
262,0,uniform,256,0,1
262,0,stratified_beta_0,256,0,1
262,0,guided,256,0,1
262,1,uniform,256,0,1
262,1,stratified_beta_0,256,0,1
262,1,guided,256,0,1
263,0,uniform,256,0,1
263,0,stratified_beta_0,256,0,1
263,0,guided,256,0,1
263,1,uniform,256,0,1
263,1,stratified_beta_0,256,0,1
263,1,guided,256,0,1
264,0,uniform,256,0,1
264,0,stratified_beta_0,256,0,1
264,0,guided,256,0,1
264,1,uniform,256,0,1
264,1,stratified_beta_0,256,0,1
264,1,guided,256,0,1
265,0,uniform,256,0,1
265,0,stratified_beta_0,256,0,1
265,0,guided,256,0,1
265,1,uniform,256,0,1
265,1,stratified_beta_0,256,0,1
265,1,guided,256,0,1
266,0,uniform,256,0,1
266,0,stratified_beta_0,256,0,1
266,0,guided,256,0,1
266,1,uniform,256,0,1
266,1,stratified_beta_0,256,0,1
266,1,guided,256,0,1
267,0,uniform,256,0,1
267,0,stratified_beta_0,256,0,1
267,0,guided,256,0,1
267,1,uniform,256,0,1
267,1,stratified_beta_0,256,0,1
267,1,guided,256,0,1
268,0,uniform,256,0,1
268,0,stratified_beta_0,256,0,1
268,0,guided,256,0,1
268,1,uniform,256,0,1
268,1,stratified_beta_0,256,0,1
268,1,guided,256,0,1
269,0,uniform,256,0,1
269,0,stratified_beta_0,256,0,1
269,0,guided,256,0,1
269,1,uniform,256,0,1
269,1,stratified_beta_0,256,0,1
269,1,guided,256,0,1
270,0,uniform,256,0,1
270,0,stratified_beta_0,256,0,1
270,0,guided,256,0,1
270,1,uniform,256,0,1
270,1,stratified_beta_0,256,0,1
270,1,guided,256,0,1
271,0,uniform,256,0,1
271,0,stratified_beta_0,256,0,1
271,0,guided,256,0,1
271,1,uniform,256,0,1
271,1,stratified_beta_0,256,0,1
271,1,guided,256,0,1
272,0,uniform,256,0,1
272,0,stratified_beta_0,256,0,1
272,0,guided,256,0,1
272,1,uniform,256,0,1
272,1,stratified_beta_0,256,0,1
272,1,guided,256,0,1
273,0,uniform,256,0,1
273,0,stratified_beta_0,256,0,1
273,0,guided,256,0,1
273,1,uniform,256,0,1
273,1,stratified_beta_0,256,0,1
273,1,guided,256,0,1
274,0,uniform,256,0,1
274,0,stratified_beta_0,256,0,1
274,0,guided,256,0,1
274,1,uniform,256,0,1
274,1,stratified_beta_0,256,0,1
274,1,guided,256,0,1
275,0,uniform,256,0,1
275,0,stratified_beta_0,256,0,1
275,0,guided,256,0,1
275,1,uniform,256,0,1
275,1,stratified_beta_0,256,0,1
275,1,guided,256,0,1
276,0,uniform,256,0,1
276,0,stratified_beta_0,256,0,1
276,0,guided,256,0,1
276,1,uniform,256,0,1
276,1,stratified_beta_0,256,0,1
276,1,guided,256,0,1
277,0,uniform,256,0,1
277,0,stratified_beta_0,256,0,1
277,0,guided,256,0,1
277,1,uniform,256,0,1
277,1,stratified_beta_0,256,0,1
277,1,guided,256,0,1
278,0,uniform,256,0,1
278,0,stratified_beta_0,256,0,1
278,0,guided,256,0,1
278,1,uniform,256,0,1
278,1,stratified_beta_0,256,0,1
278,1,guided,256,0,1
279,0,uniform,256,0,1
279,0,stratified_beta_0,256,0,1
279,0,guided,256,0,1
279,1,uniform,256,0,1
279,1,stratified_beta_0,256,0,1
279,1,guided,256,0,1
280,0,uniform,256,0,1
280,0,stratified_beta_0,256,0,1
280,0,guided,256,0,1
280,1,uniform,256,0,1
280,1,stratified_beta_0,256,0,1
280,1,guided,256,0,1
281,0,uniform,256,0,1
281,0,stratified_beta_0,256,0,1
281,0,guided,256,0,1
281,1,uniform,256,0,1
281,1,stratified_beta_0,256,0,1
281,1,guided,256,0,1
282,0,uniform,256,0,1
282,0,stratified_beta_0,256,0,1
282,0,guided,256,0,1
282,1,uniform,256,0,1
282,1,stratified_beta_0,256,0,1
282,1,guided,256,0,1
283,0,uniform,256,0,1
283,0,stratified_beta_0,256,0,1
283,0,guided,256,0,1
283,1,uniform,256,0,1
283,1,stratified_beta_0,256,0,1
283,1,guided,256,0,1
284,0,uniform,256,0,1
284,0,stratified_beta_0,256,0,1
284,0,guided,256,0,1
284,1,uniform,256,0,1
284,1,stratified_beta_0,256,0,1
284,1,guided,256,0,1
285,0,uniform,256,0,1
285,0,stratified_beta_0,256,0,1
285,0,guided,256,0,1
285,1,uniform,256,0,1
285,1,stratified_beta_0,256,0,1
285,1,guided,256,0,1
286,0,uniform,256,0,1
286,0,stratified_beta_0,256,0,1
286,0,guided,256,0,1
286,1,uniform,256,0,1
286,1,stratified_beta_0,256,0,1
286,1,guided,256,0,1
287,0,uniform,256,0,1
287,0,stratified_beta_0,256,0,1
287,0,guided,256,0,1
287,1,uniform,256,0,1
287,1,stratified_beta_0,256,0,1
287,1,guided,256,0,1
288,0,uniform,256,0,1
288,0,stratified_beta_0,256,0,1
288,0,guided,256,0,1
288,1,uniform,256,0,1
288,1,stratified_beta_0,256,0,1
288,1,guided,256,0,1
289,0,uniform,256,0,1
289,0,stratified_beta_0,256,0,1
289,0,guided,256,0,1
289,1,uniform,256,0,1
289,1,stratified_beta_0,256,0,1
289,1,guided,256,0,1
290,0,uniform,256,0,1
290,0,stratified_beta_0,256,0,1
290,0,guided,256,0,1
290,1,uniform,256,0,1
290,1,stratified_beta_0,256,0,1
290,1,guided,256,0,1
291,0,uniform,256,0,1
291,0,stratified_beta_0,256,0,1
291,0,guided,256,0,1
291,1,uniform,256,0,1
291,1,stratified_beta_0,256,0,1
291,1,guided,256,0,1
292,0,uniform,256,0,1
292,0,stratified_beta_0,256,0,1
292,0,guided,256,0,1
292,1,uniform,256,0,1
292,1,stratified_beta_0,256,0,1
292,1,guided,256,0,1
293,0,uniform,256,0,1
293,0,stratified_beta_0,256,0,1
293,0,guided,256,0,1
293,1,uniform,256,0,1
293,1,stratified_beta_0,256,0,1
293,1,guided,256,0,1
294,0,uniform,256,0,1
294,0,stratified_beta_0,256,0,1
294,0,guided,256,0,1
294,1,uniform,256,0,1
294,1,stratified_beta_0,256,0,1
294,1,guided,256,0,1
295,0,uniform,256,0,1
295,0,stratified_beta_0,256,0,1
295,0,guided,256,0,1
295,1,uniform,256,0,1
295,1,stratified_beta_0,256,0,1
295,1,guided,256,0,1
296,0,uniform,256,0,1
296,0,stratified_beta_0,256,0,1
296,0,guided,256,0,1
296,1,uniform,256,0,1
296,1,stratified_beta_0,256,0,1
296,1,guided,256,0,1
297,0,uniform,256,0,1
297,0,stratified_beta_0,256,0,1
297,0,guided,256,0,1
297,1,uniform,256,0,1
297,1,stratified_beta_0,256,0,1
297,1,guided,256,0,1
298,0,uniform,256,0,1
298,0,stratified_beta_0,256,0,1
298,0,guided,256,0,1
298,1,uniform,256,0,1
298,1,stratified_beta_0,256,0,1
298,1,guided,256,0,1
299,0,uniform,256,0,1
299,0,stratified_beta_0,256,0,1
299,0,guided,256,0,1
299,1,uniform,256,0,1
299,1,stratified_beta_0,256,0,1
299,1,guided,256,0,1
300,0,uniform,256,0,1
300,0,stratified_beta_0,256,0,1
300,0,guided,256,0,1
300,1,uniform,256,0,1
300,1,stratified_beta_0,256,0,1
300,1,guided,256,0,1
301,0,uniform,256,0,1
301,0,stratified_beta_0,256,0,1
301,0,guided,256,0,1
301,1,uniform,256,0,1
301,1,stratified_beta_0,256,0,1
301,1,guided,256,0,1
302,0,uniform,256,0,1
302,0,stratified_beta_0,256,0,1
302,0,guided,256,0,1
302,1,uniform,256,0,1
302,1,stratified_beta_0,256,0,1
302,1,guided,256,0,1
303,0,uniform,256,0,1
303,0,stratified_beta_0,256,0,1
303,0,guided,256,0,1
